epoch,train_loss,clip_loss,test_loss,bleu_score
10,"[0.13503104448318481, 0.10590767115354538, 0.12423976510763168, 0.09903622418642044, 0.13646644353866577, 0.2013552337884903, 0.1439797431230545, 0.07314791530370712, 0.14057603478431702, 0.1699708104133606, 0.2645537257194519, 0.16361787915229797, 0.10253182798624039, 0.16263318061828613, 0.07745618373155594, 0.1320309042930603, 0.07961775362491608, 0.09416057169437408, 0.11989111453294754, 0.14165301620960236, 0.05256132408976555, 0.15103036165237427, 0.1328062266111374, 0.11104001104831696, 0.12294464558362961, 0.1733420342206955, 0.08744807541370392, 0.08568715304136276, 0.13856342434883118, 0.14373619854450226, 0.11882419139146805, 0.16874295473098755, 0.11690463125705719, 0.11954223364591599, 0.12826310098171234, 0.11064814776182175, 0.24101866781711578, 0.17743940651416779, 0.15718598663806915, 0.12317274510860443]","[0.1756591796875, 0.176025390625, 0.1646728515625, 0.1845703125, 0.1561279296875, 0.1878662109375, 0.1610107421875, 0.1397705078125, 0.192626953125, 0.182373046875, 0.209228515625, 0.200439453125, 0.16650390625, 0.2081298828125, 0.14013671875, 0.192626953125, 0.129638671875, 0.173095703125, 0.1602783203125, 0.162109375, 0.16650390625, 0.17431640625, 0.1741943359375, 0.1424560546875, 0.1654052734375, 0.175048828125, 0.1346435546875, 0.1597900390625, 0.1839599609375, 0.155029296875, 0.1690673828125, 0.191162109375, 0.1904296875, 0.1873779296875, 0.1712646484375, 0.1495361328125, 0.165283203125, 0.189697265625, 0.166259765625, 0.1678466796875]",0.13321896409615874,0.5020932233806426
11,"[0.1416849046945572, 0.11996101588010788, 0.0870833769440651, 0.10711533576250076, 0.11671487987041473, 0.10164005309343338, 0.13191689550876617, 0.15304608643054962, 0.16154760122299194, 0.08106672763824463, 0.0950867235660553, 0.17183829843997955, 0.16338834166526794, 0.11902067810297012, 0.10923323035240173, 0.16292233765125275, 0.1272009164094925, 0.1308121383190155, 0.13289298117160797, 0.1067332997918129, 0.14661896228790283, 0.1331934779882431, 0.14319051802158356, 0.0769963264465332, 0.14739954471588135, 0.16321741044521332, 0.18770265579223633, 0.1339987963438034, 0.11142782121896744, 0.08211366087198257, 0.1643574833869934, 0.15577717125415802, 0.24768422544002533, 0.08254039287567139, 0.2138533592224121, 0.14774326980113983, 0.07564883679151535, 0.175188347697258, 0.10682094842195511, 0.11280445009469986]","[0.1395263671875, 0.167724609375, 0.1534423828125, 0.153564453125, 0.16162109375, 0.16650390625, 0.17236328125, 0.1875, 0.162841796875, 0.1390380859375, 0.169189453125, 0.1785888671875, 0.1708984375, 0.14990234375, 0.1712646484375, 0.1727294921875, 0.1328125, 0.1856689453125, 0.1837158203125, 0.167236328125, 0.15478515625, 0.1378173828125, 0.158447265625, 0.14892578125, 0.162109375, 0.166748046875, 0.164794921875, 0.18603515625, 0.1605224609375, 0.1343994140625, 0.16015625, 0.1571044921875, 0.1690673828125, 0.16552734375, 0.196044921875, 0.1553955078125, 0.160888671875, 0.168701171875, 0.146728515625, 0.154052734375]",0.1332295870408416,0.4882968018079377
12,"[0.08123308420181274, 0.138381689786911, 0.07209823280572891, 0.17251667380332947, 0.1394009292125702, 0.08098955452442169, 0.11001335084438324, 0.17199374735355377, 0.14363998174667358, 0.10973997414112091, 0.075962595641613, 0.13584330677986145, 0.10262539982795715, 0.18217995762825012, 0.10794469714164734, 0.12364159524440765, 0.11812245100736618, 0.14975963532924652, 0.12112781405448914, 0.09573189169168472, 0.1520964503288269, 0.09707219153642654, 0.15680626034736633, 0.13484327495098114, 0.1382523775100708, 0.28075501322746277, 0.18125852942466736, 0.11154010146856308, 0.07367439568042755, 0.13417235016822815, 0.14982455968856812, 0.10196755826473236, 0.18948353826999664, 0.1321784108877182, 0.16141930222511292, 0.22511570155620575, 0.1391264945268631, 0.1497536599636078, 0.16807988286018372, 0.13526476919651031]","[0.1363525390625, 0.149169921875, 0.12353515625, 0.17431640625, 0.14501953125, 0.1427001953125, 0.1395263671875, 0.146240234375, 0.1781005859375, 0.178466796875, 0.1185302734375, 0.162109375, 0.150146484375, 0.159912109375, 0.146728515625, 0.1378173828125, 0.149658203125, 0.181396484375, 0.154296875, 0.15185546875, 0.13232421875, 0.13671875, 0.148193359375, 0.1407470703125, 0.1611328125, 0.158203125, 0.17724609375, 0.1328125, 0.134765625, 0.161865234375, 0.1407470703125, 0.1376953125, 0.1849365234375, 0.1427001953125, 0.16455078125, 0.173095703125, 0.1558837890625, 0.146484375, 0.178466796875, 0.173583984375]",0.13614078462123871,0.5027793055495442
13,"[0.15726962685585022, 0.18174046277999878, 0.14378143846988678, 0.1350097805261612, 0.1566670686006546, 0.14640986919403076, 0.11171578615903854, 0.1330990344285965, 0.24236829578876495, 0.10741723328828812, 0.1098867803812027, 0.11420721560716629, 0.22770406305789948, 0.17740218341350555, 0.11840589344501495, 0.1389482319355011, 0.1317698359489441, 0.09893397986888885, 0.25623050332069397, 0.13788370788097382, 0.10994616895914078, 0.18685130774974823, 0.14454221725463867, 0.09015105664730072, 0.08239486813545227, 0.09813690930604935, 0.13658177852630615, 0.19745777547359467, 0.11562435328960419, 0.15846213698387146, 0.12502823770046234, 0.10275989770889282, 0.14691419899463654, 0.06182193011045456, 0.06692066043615341, 0.1746460348367691, 0.08121951669454575, 0.16183051466941833, 0.148516446352005, 0.11306846886873245]","[0.159912109375, 0.12548828125, 0.1513671875, 0.153076171875, 0.1474609375, 0.1571044921875, 0.1279296875, 0.1529541015625, 0.207763671875, 0.1051025390625, 0.1611328125, 0.105712890625, 0.1627197265625, 0.161376953125, 0.127197265625, 0.12744140625, 0.135986328125, 0.13134765625, 0.1387939453125, 0.15234375, 0.14453125, 0.1580810546875, 0.1536865234375, 0.14208984375, 0.1322021484375, 0.146240234375, 0.148681640625, 0.1368408203125, 0.1221923828125, 0.1507568359375, 0.139892578125, 0.14111328125, 0.1748046875, 0.11322021484375, 0.1295166015625, 0.1551513671875, 0.113525390625, 0.1400146484375, 0.12109375, 0.1309814453125]",0.13824313674122096,0.4808146888317189
14,"[0.1381750851869583, 0.32962822914123535, 0.1299678534269333, 0.13183076679706573, 0.14142780005931854, 0.08951453119516373, 0.14466284215450287, 0.17451117932796478, 0.1410004049539566, 0.10599029809236526, 0.1718018352985382, 0.09766408056020737, 0.09685448557138443, 0.21807946264743805, 0.16293928027153015, 0.13268975913524628, 0.17666007578372955, 0.07824379205703735, 0.20259854197502136, 0.1334625631570816, 0.14337575435638428, 0.1406720131635666, 0.11249249428510666, 0.13358177244663239, 0.17534881830215454, 0.09724795818328857, 0.11894188821315765, 0.12341073900461197, 0.191698357462883, 0.20270377397537231, 0.13508392870426178, 0.16172173619270325, 0.10432727634906769, 0.1082717627286911, 0.12297061830759048, 0.10942063480615616, 0.08390247821807861, 0.09563145786523819, 0.06153247877955437, 0.12351473420858383]","[0.179931640625, 0.1690673828125, 0.1650390625, 0.144287109375, 0.14501953125, 0.1611328125, 0.1680908203125, 0.1583251953125, 0.1563720703125, 0.165283203125, 0.14892578125, 0.1279296875, 0.134765625, 0.1719970703125, 0.1768798828125, 0.125, 0.2001953125, 0.1336669921875, 0.1768798828125, 0.16748046875, 0.15576171875, 0.162841796875, 0.148681640625, 0.160400390625, 0.1767578125, 0.1199951171875, 0.1231689453125, 0.147216796875, 0.1676025390625, 0.196533203125, 0.1669921875, 0.1451416015625, 0.1343994140625, 0.145263671875, 0.13427734375, 0.1358642578125, 0.185791015625, 0.166259765625, 0.148193359375, 0.1558837890625]",0.13858883855864407,0.4902609763860517
15,"[0.14293551445007324, 0.15396049618721008, 0.23014777898788452, 0.11241120845079422, 0.17183949053287506, 0.12499438971281052, 0.08153502643108368, 0.1540306806564331, 0.1380295604467392, 0.09678927063941956, 0.1069660484790802, 0.15117982029914856, 0.10677358508110046, 0.12710300087928772, 0.1057906299829483, 0.11027028411626816, 0.12618310749530792, 0.19186261296272278, 0.14933080971240997, 0.0765858069062233, 0.16107219457626343, 0.1336071938276291, 0.13940037786960602, 0.1288517266511917, 0.10423211008310318, 0.08594013005495071, 0.13191784918308258, 0.13207679986953735, 0.07381675392389297, 0.06925984472036362, 0.1523943543434143, 0.291268914937973, 0.05046452581882477, 0.10087264329195023, 0.12312222272157669, 0.1429871916770935, 0.1492471545934677, 0.2762986123561859, 0.1858704686164856, 0.17390428483486176]","[0.144775390625, 0.174072265625, 0.1689453125, 0.173583984375, 0.1534423828125, 0.1651611328125, 0.149169921875, 0.1641845703125, 0.141357421875, 0.170654296875, 0.1337890625, 0.155029296875, 0.164306640625, 0.1943359375, 0.150634765625, 0.1484375, 0.150634765625, 0.1988525390625, 0.1868896484375, 0.1351318359375, 0.179931640625, 0.177734375, 0.16162109375, 0.156494140625, 0.169189453125, 0.1640625, 0.149658203125, 0.1529541015625, 0.1663818359375, 0.1400146484375, 0.1552734375, 0.18505859375, 0.13330078125, 0.1632080078125, 0.164794921875, 0.1868896484375, 0.166015625, 0.2210693359375, 0.1568603515625, 0.206787109375]",0.13663311190903188,0.5015166825610121
16,"[0.12011615186929703, 0.16221076250076294, 0.15864898264408112, 0.1161336749792099, 0.23364028334617615, 0.1646079272031784, 0.16777962446212769, 0.2596510946750641, 0.08201523870229721, 0.11921139061450958, 0.12869949638843536, 0.17264382541179657, 0.13729076087474823, 0.1026192232966423, 0.11266696453094482, 0.12443014234304428, 0.148308664560318, 0.0947377011179924, 0.1584261804819107, 0.15230964124202728, 0.10768622159957886, 0.130174458026886, 0.136341392993927, 0.2822265923023224, 0.13838757574558258, 0.17982837557792664, 0.0633552074432373, 0.14252176880836487, 0.15639568865299225, 0.11821005493402481, 0.09055625647306442, 0.20199215412139893, 0.1204901784658432, 0.10180661082267761, 0.09736395627260208, 0.06929214298725128, 0.08291665464639664, 0.15734495222568512, 0.1302521824836731, 0.10894966870546341]","[0.1337890625, 0.148681640625, 0.1533203125, 0.151123046875, 0.182373046875, 0.1683349609375, 0.1414794921875, 0.166748046875, 0.127197265625, 0.1177978515625, 0.138427734375, 0.1505126953125, 0.1392822265625, 0.12841796875, 0.149169921875, 0.13427734375, 0.15087890625, 0.129150390625, 0.1488037109375, 0.140625, 0.12548828125, 0.11602783203125, 0.14599609375, 0.1497802734375, 0.1357421875, 0.132568359375, 0.1334228515625, 0.1397705078125, 0.203369140625, 0.1142578125, 0.1439208984375, 0.187744140625, 0.1212158203125, 0.133544921875, 0.1234130859375, 0.1405029296875, 0.13916015625, 0.1458740234375, 0.16845703125, 0.1090087890625]",0.13830599561333656,0.5048358187036237
17,"[0.12357670068740845, 0.1597626507282257, 0.16571222245693207, 0.2061273753643036, 0.1628921777009964, 0.14832988381385803, 0.16461919248104095, 0.11061395704746246, 0.12847860157489777, 0.13809548318386078, 0.11021420359611511, 0.18055984377861023, 0.13441695272922516, 0.12749320268630981, 0.22515174746513367, 0.09688159078359604, 0.24164754152297974, 0.1600250005722046, 0.16874228417873383, 0.08945856243371964, 0.08911974728107452, 0.10994819551706314, 0.14203667640686035, 0.1075287014245987, 0.08120572566986084, 0.11647876352071762, 0.21328531205654144, 0.12250175327062607, 0.13422515988349915, 0.12057985365390778, 0.15067194402217865, 0.16632980108261108, 0.15540458261966705, 0.07343467324972153, 0.1541118621826172, 0.14068613946437836, 0.15421414375305176, 0.17332154512405396, 0.12006796151399612, 0.1379886269569397]","[0.1512451171875, 0.15234375, 0.1575927734375, 0.15673828125, 0.1602783203125, 0.1456298828125, 0.153564453125, 0.148193359375, 0.1678466796875, 0.1387939453125, 0.1378173828125, 0.154296875, 0.166748046875, 0.126953125, 0.1649169921875, 0.13134765625, 0.11669921875, 0.156494140625, 0.1741943359375, 0.126708984375, 0.133544921875, 0.169189453125, 0.13427734375, 0.140380859375, 0.128662109375, 0.1337890625, 0.189453125, 0.1436767578125, 0.1640625, 0.1280517578125, 0.14306640625, 0.1651611328125, 0.1673583984375, 0.137939453125, 0.1556396484375, 0.1407470703125, 0.1436767578125, 0.144775390625, 0.148681640625, 0.143310546875]",0.1426485085859895,0.5107648948822241
18,"[0.11835409700870514, 0.18617908656597137, 0.15857645869255066, 0.11136068403720856, 0.10272114723920822, 0.15794403851032257, 0.10722026973962784, 0.11647139489650726, 0.2828752100467682, 0.1456478238105774, 0.3011751174926758, 0.1392325609922409, 0.06292583048343658, 0.1259814351797104, 0.14275240898132324, 0.13880236446857452, 0.12237252295017242, 0.08046358823776245, 0.18948692083358765, 0.13501417636871338, 0.12384869158267975, 0.0965804010629654, 0.16919390857219696, 0.18085409700870514, 0.10754197835922241, 0.10079780966043472, 0.10615988075733185, 0.16390635073184967, 0.1647176593542099, 0.16783323884010315, 0.06655488163232803, 0.20240479707717896, 0.13505671918392181, 0.09291736781597137, 0.10782108455896378, 0.15299895405769348, 0.09447616338729858, 0.15338338911533356, 0.20577643811702728, 0.1239030584692955]","[0.16015625, 0.1722412109375, 0.149658203125, 0.1632080078125, 0.1546630859375, 0.1583251953125, 0.1689453125, 0.1455078125, 0.172119140625, 0.16943359375, 0.1785888671875, 0.16796875, 0.116943359375, 0.161865234375, 0.1878662109375, 0.208984375, 0.1474609375, 0.151611328125, 0.1754150390625, 0.1666259765625, 0.1717529296875, 0.1575927734375, 0.175048828125, 0.169921875, 0.179931640625, 0.154296875, 0.1522216796875, 0.160400390625, 0.149169921875, 0.1883544921875, 0.134033203125, 0.1986083984375, 0.1695556640625, 0.150634765625, 0.171875, 0.1802978515625, 0.1727294921875, 0.172607421875, 0.19287109375, 0.1634521484375]",0.1410571001470089,0.5030125602424328
19,"[0.14521752297878265, 0.07957947254180908, 0.10375256836414337, 0.1697596162557602, 0.16527433693408966, 0.17690931260585785, 0.15991729497909546, 0.08577580004930496, 0.07490208745002747, 0.13856126368045807, 0.12489549070596695, 0.13194531202316284, 0.1638788878917694, 0.17649932205677032, 0.13484792411327362, 0.1780635267496109, 0.10122639685869217, 0.11045897006988525, 0.1570793241262436, 0.12400379776954651, 0.09308925271034241, 0.1105789914727211, 0.13448145985603333, 0.22379888594150543, 0.09644260257482529, 0.0880415216088295, 0.13377676904201508, 0.2112473100423813, 0.1700102984905243, 0.16894862055778503, 0.27917712926864624, 0.25344040989875793, 0.09023524075746536, 0.171342670917511, 0.1098981723189354, 0.15184904634952545, 0.11260277777910233, 0.1269318014383316, 0.16918419301509857, 0.1618744283914566]","[0.1416015625, 0.11724853515625, 0.142578125, 0.1658935546875, 0.145263671875, 0.1427001953125, 0.1583251953125, 0.12255859375, 0.1082763671875, 0.138671875, 0.147216796875, 0.1402587890625, 0.1536865234375, 0.1409912109375, 0.1220703125, 0.154052734375, 0.130126953125, 0.1241455078125, 0.1556396484375, 0.1343994140625, 0.11474609375, 0.1422119140625, 0.14599609375, 0.147216796875, 0.1263427734375, 0.13720703125, 0.132568359375, 0.1575927734375, 0.144287109375, 0.14111328125, 0.1463623046875, 0.1788330078125, 0.12890625, 0.155029296875, 0.148193359375, 0.15966796875, 0.1396484375, 0.1678466796875, 0.170166015625, 0.1571044921875]",0.1439874952659011,0.5016140395872418
20,"[0.08330054581165314, 0.1231214702129364, 0.1158071979880333, 0.1007070317864418, 0.1413595974445343, 0.2216925472021103, 0.11238608509302139, 0.21146260201931, 0.11710833013057709, 0.2359905242919922, 0.08883050084114075, 0.0956442654132843, 0.1248674988746643, 0.2006547451019287, 0.1130131185054779, 0.136653870344162, 0.15156890451908112, 0.11355303227901459, 0.12325433641672134, 0.058784835040569305, 0.08861428499221802, 0.11933513730764389, 0.15071065723896027, 0.15911009907722473, 0.22937694191932678, 0.10968668013811111, 0.30936866998672485, 0.21841810643672943, 0.0657993033528328, 0.06880008429288864, 0.1783083975315094, 0.15278543531894684, 0.2076943814754486, 0.1256026178598404, 0.10530354827642441, 0.10048171877861023, 0.11854198575019836, 0.1746094822883606, 0.2608823776245117, 0.12497616559267044]","[0.13623046875, 0.1424560546875, 0.13330078125, 0.1259765625, 0.14990234375, 0.1859130859375, 0.15283203125, 0.167724609375, 0.1361083984375, 0.1610107421875, 0.14892578125, 0.152099609375, 0.1207275390625, 0.1734619140625, 0.16748046875, 0.14404296875, 0.181396484375, 0.1512451171875, 0.1392822265625, 0.1290283203125, 0.124755859375, 0.145751953125, 0.130615234375, 0.145751953125, 0.154296875, 0.17431640625, 0.1697998046875, 0.181640625, 0.113037109375, 0.15185546875, 0.1551513671875, 0.159912109375, 0.1689453125, 0.171142578125, 0.1441650390625, 0.122314453125, 0.147216796875, 0.162109375, 0.149658203125, 0.147705078125]",0.1434541778638959,0.5087046618355751
21,"[0.22398558259010315, 0.09243574738502502, 0.12036078423261642, 0.1058410257101059, 0.08833687007427216, 0.1398666650056839, 0.06528013944625854, 0.17271383106708527, 0.08682417869567871, 0.21904651820659637, 0.18330951035022736, 0.06775534152984619, 0.1430216133594513, 0.1442110240459442, 0.0949990451335907, 0.12901563942432404, 0.09014227986335754, 0.28861722350120544, 0.13183921575546265, 0.11627418547868729, 0.1310633271932602, 0.15816959738731384, 0.15081559121608734, 0.19172625243663788, 0.0685073584318161, 0.19639621675014496, 0.1351228803396225, 0.18091674149036407, 0.10978150367736816, 0.16311481595039368, 0.08306684345006943, 0.16309720277786255, 0.31767499446868896, 0.13628563284873962, 0.19769063591957092, 0.22050487995147705, 0.15637534856796265, 0.14405791461467743, 0.16655436158180237, 0.15890052914619446]","[0.179931640625, 0.166748046875, 0.158447265625, 0.1495361328125, 0.13818359375, 0.1529541015625, 0.129150390625, 0.178955078125, 0.144775390625, 0.1689453125, 0.155517578125, 0.12091064453125, 0.15283203125, 0.1556396484375, 0.135498046875, 0.1729736328125, 0.143798828125, 0.2093505859375, 0.1494140625, 0.1497802734375, 0.1729736328125, 0.14794921875, 0.1778564453125, 0.1634521484375, 0.11962890625, 0.1484375, 0.15771484375, 0.1943359375, 0.145751953125, 0.1669921875, 0.1368408203125, 0.1783447265625, 0.1856689453125, 0.161865234375, 0.164306640625, 0.1705322265625, 0.17919921875, 0.1566162109375, 0.1531982421875, 0.126953125]",0.1483424762263894,0.5139699817632022
22,"[0.198022723197937, 0.1592818647623062, 0.17455054819583893, 0.1693190187215805, 0.1088818609714508, 0.33571335673332214, 0.1246873065829277, 0.1463249772787094, 0.12046594172716141, 0.14401519298553467, 0.18577146530151367, 0.18592922389507294, 0.07971508055925369, 0.14082936942577362, 0.13757430016994476, 0.12445477396249771, 0.18256206810474396, 0.13103142380714417, 0.10384149849414825, 0.21004420518875122, 0.15125663578510284, 0.16142608225345612, 0.10321725904941559, 0.1457626223564148, 0.09867648780345917, 0.17375551164150238, 0.11726071685552597, 0.1457068771123886, 0.1384657770395279, 0.17040808498859406, 0.11533374339342117, 0.1525491625070572, 0.12093973904848099, 0.04740781709551811, 0.08955912292003632, 0.11839615553617477, 0.15760160982608795, 0.1625141054391861, 0.15775072574615479, 0.2016485631465912]","[0.136962890625, 0.183837890625, 0.137451171875, 0.1475830078125, 0.1361083984375, 0.162841796875, 0.1373291015625, 0.139404296875, 0.1248779296875, 0.1590576171875, 0.179443359375, 0.16259765625, 0.121826171875, 0.15185546875, 0.1390380859375, 0.1328125, 0.1566162109375, 0.140380859375, 0.160400390625, 0.194091796875, 0.165283203125, 0.134033203125, 0.12939453125, 0.14892578125, 0.11322021484375, 0.179931640625, 0.155517578125, 0.1556396484375, 0.140625, 0.13671875, 0.1270751953125, 0.1336669921875, 0.13916015625, 0.11865234375, 0.12091064453125, 0.126708984375, 0.182373046875, 0.156494140625, 0.1429443359375, 0.1680908203125]",0.14731632499024272,0.5073704084533617
23,"[0.07997337728738785, 0.22746314108371735, 0.1470361202955246, 0.15947183966636658, 0.14605242013931274, 0.3240792751312256, 0.15892592072486877, 0.12388388067483902, 0.1346007138490677, 0.13211853802204132, 0.12112816423177719, 0.12702085077762604, 0.11135832965373993, 0.15320171415805817, 0.1147443875670433, 0.15950971841812134, 0.23257729411125183, 0.11061519384384155, 0.047367531806230545, 0.14419691264629364, 0.10225190967321396, 0.10538073629140854, 0.2276904135942459, 0.18671220541000366, 0.1478731334209442, 0.12334507703781128, 0.15979264676570892, 0.18865351378917694, 0.18476825952529907, 0.09561041742563248, 0.20582574605941772, 0.15426859259605408, 0.10542125999927521, 0.08974569290876389, 0.14602573215961456, 0.08325085043907166, 0.14358194172382355, 0.155992329120636, 0.15913431346416473, 0.19998286664485931]","[0.1314697265625, 0.1488037109375, 0.141845703125, 0.1484375, 0.171875, 0.1929931640625, 0.1617431640625, 0.1513671875, 0.1727294921875, 0.17578125, 0.15478515625, 0.1431884765625, 0.1474609375, 0.1514892578125, 0.142333984375, 0.18359375, 0.1531982421875, 0.1424560546875, 0.1046142578125, 0.156005859375, 0.142822265625, 0.1669921875, 0.1995849609375, 0.166748046875, 0.176025390625, 0.1492919921875, 0.1806640625, 0.1964111328125, 0.1650390625, 0.143798828125, 0.1727294921875, 0.1632080078125, 0.183349609375, 0.1259765625, 0.14794921875, 0.1370849609375, 0.156005859375, 0.163330078125, 0.156005859375, 0.2025146484375]",0.14801582405343652,0.5157858509510976
