epoch,train_loss,clip_loss,test_loss,bleu_score
10,"[0.09725341945886612, 0.15034742653369904, 0.20169559121131897, 0.1425182968378067, 0.13009460270404816, 0.11978281289339066, 0.12609604001045227, 0.10824789851903915, 0.09821172803640366, 0.13542722165584564, 0.18498341739177704, 0.17279896140098572, 0.10194310545921326, 0.15105099976062775, 0.14003460109233856, 0.14032861590385437, 0.09577888995409012, 0.12319232523441315, 0.14745013415813446, 0.0947408378124237, 0.1473984569311142, 0.1592990756034851, 0.09852322190999985, 0.08991421014070511, 0.047836512327194214, 0.11179647594690323, 0.2208145558834076, 0.09927278757095337, 0.17398731410503387, 0.11266432702541351, 0.12113343179225922, 0.114839106798172, 0.16767624020576477, 0.10430346429347992, 0.03872005641460419, 0.14862769842147827, 0.20231613516807556, 0.2556374669075012, 0.1164577528834343, 0.17476169764995575]","[0.1690673828125, 0.1966552734375, 0.193115234375, 0.1717529296875, 0.179931640625, 0.1796875, 0.1536865234375, 0.158935546875, 0.17236328125, 0.185791015625, 0.1810302734375, 0.176513671875, 0.1611328125, 0.1680908203125, 0.1788330078125, 0.1837158203125, 0.1744384765625, 0.1605224609375, 0.21826171875, 0.1478271484375, 0.1806640625, 0.1900634765625, 0.1669921875, 0.1680908203125, 0.1295166015625, 0.17578125, 0.1890869140625, 0.1461181640625, 0.193359375, 0.1370849609375, 0.19580078125, 0.179443359375, 0.188720703125, 0.166015625, 0.1693115234375, 0.208251953125, 0.2071533203125, 0.1806640625, 0.163818359375, 0.176025390625]",0.134198923,0.483222011
11,"[0.11133989691734314, 0.10453706979751587, 0.16944018006324768, 0.09090343117713928, 0.1135888397693634, 0.1095333844423294, 0.06966312974691391, 0.24324367940425873, 0.10105817019939423, 0.09433773905038834, 0.1059189885854721, 0.07700997591018677, 0.13767462968826294, 0.10058698803186417, 0.25335925817489624, 0.1773984730243683, 0.1330399215221405, 0.16541317105293274, 0.1128954365849495, 0.12539072334766388, 0.12949486076831818, 0.14017008244991302, 0.14673547446727753, 0.15303044021129608, 0.12737324833869934, 0.1531803160905838, 0.27000483870506287, 0.10727152228355408, 0.09473594278097153, 0.12605303525924683, 0.09426853060722351, 0.18572933971881866, 0.1345011293888092, 0.10926913470029831, 0.13933920860290527, 0.1134442538022995, 0.16156338155269623, 0.18789224326610565, 0.15939566493034363, 0.13772384822368622]","[0.168701171875, 0.161376953125, 0.21630859375, 0.174072265625, 0.176513671875, 0.170654296875, 0.1693115234375, 0.2156982421875, 0.177001953125, 0.1669921875, 0.179931640625, 0.166015625, 0.1798095703125, 0.185791015625, 0.208251953125, 0.190185546875, 0.1856689453125, 0.1962890625, 0.18017578125, 0.1771240234375, 0.1727294921875, 0.178466796875, 0.179443359375, 0.18408203125, 0.17041015625, 0.193603515625, 0.19384765625, 0.195556640625, 0.1822509765625, 0.169677734375, 0.1708984375, 0.21630859375, 0.16650390625, 0.1695556640625, 0.172119140625, 0.2003173828125, 0.1776123046875, 0.1859130859375, 0.17333984375, 0.1707763671875]",0.13668774,0.477617413
12,"[0.11829692125320435, 0.15271688997745514, 0.13363054394721985, 0.08070159703493118, 0.15577483177185059, 0.13526949286460876, 0.2958058714866638, 0.12432414293289185, 0.07023769617080688, 0.10377757996320724, 0.134473979473114, 0.07139226794242859, 0.10928567498922348, 0.13548676669597626, 0.152049258351326, 0.16465860605239868, 0.16203391551971436, 0.13311876356601715, 0.1400214433670044, 0.09690593928098679, 0.14622004330158234, 0.1286274790763855, 0.14334605634212494, 0.10944933444261551, 0.1563509851694107, 0.16880954802036285, 0.11830279231071472, 0.1575162708759308, 0.11749481409788132, 0.17542105913162231, 0.12317278236150742, 0.08966293931007385, 0.10877059400081635, 0.12613870203495026, 0.1803886741399765, 0.10247212648391724, 0.12379870563745499, 0.21199196577072144, 0.1565292775630951, 0.14552390575408936]","[0.1673583984375, 0.2103271484375, 0.184326171875, 0.1748046875, 0.1748046875, 0.1749267578125, 0.1846923828125, 0.1788330078125, 0.151123046875, 0.180908203125, 0.1953125, 0.130615234375, 0.17236328125, 0.189697265625, 0.1962890625, 0.19189453125, 0.178466796875, 0.1920166015625, 0.16796875, 0.176513671875, 0.186767578125, 0.1739501953125, 0.1734619140625, 0.170166015625, 0.1925048828125, 0.1845703125, 0.1876220703125, 0.1834716796875, 0.1575927734375, 0.22021484375, 0.187744140625, 0.1689453125, 0.16162109375, 0.167724609375, 0.1976318359375, 0.162841796875, 0.178466796875, 0.1822509765625, 0.1619873046875, 0.1650390625]",0.136498756,0.486967962
13,"[0.14918039739131927, 0.16487854719161987, 0.10408245027065277, 0.10308496654033661, 0.13123685121536255, 0.1843734234571457, 0.057024870067834854, 0.06668197363615036, 0.140128031373024, 0.1272473782300949, 0.18870525062084198, 0.10116082429885864, 0.2208704799413681, 0.14938390254974365, 0.12217560410499573, 0.09821803867816925, 0.1574064940214157, 0.07903952151536942, 0.2303585261106491, 0.19978168606758118, 0.0620448961853981, 0.11893022805452347, 0.09813698381185532, 0.09845350682735443, 0.09232800453901291, 0.10127107799053192, 0.14208611845970154, 0.1701631247997284, 0.22618886828422546, 0.16619452834129333, 0.18965862691402435, 0.20612238347530365, 0.09706373512744904, 0.21655963361263275, 0.16297176480293274, 0.11686814576387405, 0.10314206033945084, 0.0755254402756691, 0.12060827761888504, 0.1130366176366806]","[0.2486572265625, 0.268310546875, 0.2313232421875, 0.24951171875, 0.2347412109375, 0.18798828125, 0.19775390625, 0.1866455078125, 0.2213134765625, 0.196044921875, 0.2060546875, 0.197265625, 0.182373046875, 0.2393798828125, 0.20263671875, 0.236083984375, 0.235107421875, 0.224365234375, 0.252197265625, 0.21484375, 0.200927734375, 0.1796875, 0.184814453125, 0.2205810546875, 0.231689453125, 0.213623046875, 0.2313232421875, 0.247802734375, 0.2454833984375, 0.2197265625, 0.22119140625, 0.20751953125, 0.222900390625, 0.2269287109375, 0.222412109375, 0.2274169921875, 0.15869140625, 0.191162109375, 0.2039794921875, 0.193115234375]",0.136309331,0.492387442
14,"[0.24233970046043396, 0.2007625252008438, 0.07001949101686478, 0.17322321236133575, 0.11211422830820084, 0.07949794828891754, 0.19202281534671783, 0.13197597861289978, 0.16007699072360992, 0.1483188420534134, 0.16107968986034393, 0.13265226781368256, 0.08941977471113205, 0.28311291337013245, 0.15133626759052277, 0.12164872139692307, 0.13967789709568024, 0.21086350083351135, 0.09350844472646713, 0.06120995059609413, 0.16414883732795715, 0.0984649509191513, 0.17706911265850067, 0.12015197426080704, 0.1643577516078949, 0.0760478675365448, 0.13666629791259766, 0.1593974232673645, 0.12856057286262512, 0.13628679513931274, 0.19888822734355927, 0.12944145500659943, 0.15440426766872406, 0.11770172417163849, 0.12929825484752655, 0.08256292343139648, 0.14059600234031677, 0.06401822715997696, 0.07751810550689697, 0.10882660001516342]","[0.217041015625, 0.218505859375, 0.16162109375, 0.21435546875, 0.162353515625, 0.1783447265625, 0.1932373046875, 0.1923828125, 0.173583984375, 0.1719970703125, 0.18798828125, 0.1607666015625, 0.1837158203125, 0.1785888671875, 0.1917724609375, 0.1826171875, 0.1964111328125, 0.1884765625, 0.1904296875, 0.1474609375, 0.1900634765625, 0.190185546875, 0.19287109375, 0.202392578125, 0.1845703125, 0.1800537109375, 0.191162109375, 0.1788330078125, 0.1673583984375, 0.18994140625, 0.2266845703125, 0.1884765625, 0.186279296875, 0.199462890625, 0.154541015625, 0.1370849609375, 0.1878662109375, 0.1435546875, 0.181640625, 0.20556640625]",0.137981713,0.48699874
15,"[0.12937740981578827, 0.1586575210094452, 0.12127403169870377, 0.11582726985216141, 0.09881465882062912, 0.08538948744535446, 0.1059853807091713, 0.1878625452518463, 0.11469938606023788, 0.14265450835227966, 0.23371511697769165, 0.13635991513729095, 0.07884349673986435, 0.1336667239665985, 0.10068931430578232, 0.16563695669174194, 0.11548218876123428, 0.18347595632076263, 0.18598462641239166, 0.20024259388446808, 0.11842759698629379, 0.1538688838481903, 0.11030741780996323, 0.13627400994300842, 0.2624824047088623, 0.1228775680065155, 0.2141050398349762, 0.12800513207912445, 0.15029706060886383, 0.08875369280576706, 0.14633233845233917, 0.1234329417347908, 0.1163414865732193, 0.1175321415066719, 0.18902209401130676, 0.07982881367206573, 0.07792563736438751, 0.11160648614168167, 0.17153340578079224, 0.12024974077939987]","[0.167724609375, 0.197021484375, 0.193115234375, 0.171875, 0.1910400390625, 0.1541748046875, 0.1634521484375, 0.2115478515625, 0.2001953125, 0.1904296875, 0.201904296875, 0.19482421875, 0.1993408203125, 0.199951171875, 0.19580078125, 0.194580078125, 0.2034912109375, 0.197998046875, 0.208251953125, 0.2216796875, 0.2061767578125, 0.207763671875, 0.197265625, 0.1724853515625, 0.197509765625, 0.189697265625, 0.2200927734375, 0.1719970703125, 0.16455078125, 0.166748046875, 0.1834716796875, 0.1636962890625, 0.17529296875, 0.1884765625, 0.20751953125, 0.1602783203125, 0.164794921875, 0.179931640625, 0.191650390625, 0.1754150390625]",0.138346075,0.498478263
16,"[0.12609824538230896, 0.16840238869190216, 0.10420411080121994, 0.1528088003396988, 0.18579840660095215, 0.1302822381258011, 0.10771055519580841, 0.07940743863582611, 0.15914370119571686, 0.1295732706785202, 0.13795509934425354, 0.13152246177196503, 0.11178785562515259, 0.0850800946354866, 0.11798457056283951, 0.06524331867694855, 0.07759977877140045, 0.24165619909763336, 0.20006063580513, 0.1417832374572754, 0.24485409259796143, 0.1609029471874237, 0.09213458001613617, 0.16421133279800415, 0.14788620173931122, 0.1362546980381012, 0.11589828133583069, 0.16369427740573883, 0.15348266065120697, 0.1594400554895401, 0.14138060808181763, 0.2032501995563507, 0.1809493899345398, 0.1085975170135498, 0.12439864128828049, 0.14400185644626617, 0.1797422468662262, 0.11819382011890411, 0.0824761614203453, 0.1684863418340683]","[0.1629638671875, 0.1998291015625, 0.1710205078125, 0.161865234375, 0.186279296875, 0.1748046875, 0.1715087890625, 0.155029296875, 0.1968994140625, 0.1962890625, 0.1927490234375, 0.183837890625, 0.1947021484375, 0.1788330078125, 0.16796875, 0.1580810546875, 0.16064453125, 0.2012939453125, 0.2108154296875, 0.1900634765625, 0.144775390625, 0.197509765625, 0.15234375, 0.1824951171875, 0.1920166015625, 0.1856689453125, 0.1754150390625, 0.1820068359375, 0.172607421875, 0.198974609375, 0.19970703125, 0.205078125, 0.193359375, 0.1810302734375, 0.1907958984375, 0.1788330078125, 0.19287109375, 0.175537109375, 0.1678466796875, 0.188232421875]",0.141108458,0.501750422
17,"[0.13015513122081757, 0.09795825183391571, 0.095511294901371, 0.18082591891288757, 0.09947361052036285, 0.09541026502847672, 0.20603887736797333, 0.08521471172571182, 0.14558733999729156, 0.18694759905338287, 0.11175688356161118, 0.12691286206245422, 0.0869184210896492, 0.1549154818058014, 0.12036389112472534, 0.12061247229576111, 0.2491045743227005, 0.08106672018766403, 0.1443232148885727, 0.07888465374708176, 0.1233416274189949, 0.11026519536972046, 0.24621188640594482, 0.1427166610956192, 0.13678258657455444, 0.21953459084033966, 0.17827771604061127, 0.11296896636486053, 0.11652537435293198, 0.07327418029308319, 0.10586715489625931, 0.12427077442407608, 0.1832837164402008, 0.10418973863124847, 0.15378910303115845, 0.20227618515491486, 0.09603496640920639, 0.186297208070755, 0.24969317018985748, 0.19017226994037628]","[0.182373046875, 0.1708984375, 0.1717529296875, 0.16552734375, 0.168212890625, 0.1549072265625, 0.18310546875, 0.170166015625, 0.170654296875, 0.17822265625, 0.1734619140625, 0.1817626953125, 0.161865234375, 0.177978515625, 0.171630859375, 0.1790771484375, 0.190185546875, 0.1441650390625, 0.1650390625, 0.1614990234375, 0.203125, 0.16552734375, 0.193603515625, 0.1636962890625, 0.16943359375, 0.197509765625, 0.2193603515625, 0.176513671875, 0.158935546875, 0.1429443359375, 0.16943359375, 0.186279296875, 0.184326171875, 0.165771484375, 0.19775390625, 0.207763671875, 0.15625, 0.1866455078125, 0.1962890625, 0.171630859375]",0.141343881,0.502323207
18,"[0.1303340239875912, 0.09813714460068934, 0.09569018766814463, 0.1810048116796612, 0.09965250328713648, 0.09558915779525035, 0.20621777013474696, 0.08539360449248545, 0.1457662327640652, 0.1871264918201565, 0.1119357763283848, 0.12709175482922785, 0.08709731385642283, 0.15509437457257502, 0.12054278389149897, 0.12079136506253474, 0.24928346708947413, 0.08124561295443766, 0.14450210765534632, 0.07906354651385539, 0.12352052018576853, 0.11044408813649409, 0.24639077917271845, 0.14289555386239283, 0.13696147934132807, 0.2197134836071133, 0.1784566088073849, 0.11314785913163417, 0.11670426711970561, 0.07345307305985682, 0.10604604766303294, 0.12444966719084971, 0.18346260920697444, 0.1043686313980221, 0.15396799579793208, 0.2024550779216885, 0.09621385917598002, 0.18647610083752864, 0.2498720629566311, 0.1903511627071499]","[0.2176572265625, 0.237310546875, 0.2003232421875, 0.21851171875, 0.2037412109375, 0.15698828125, 0.16675390625, 0.1556455078125, 0.1903134765625, 0.165044921875, 0.1750546875, 0.166265625, 0.151373046875, 0.2083798828125, 0.17163671875, 0.205083984375, 0.204107421875, 0.193365234375, 0.221197265625, 0.18384375, 0.169927734375, 0.1486875, 0.153814453125, 0.1895810546875, 0.200689453125, 0.182623046875, 0.2003232421875, 0.216802734375, 0.2144833984375, 0.1887265625, 0.19019140625, 0.17651953125, 0.191900390625, 0.1959287109375, 0.191412109375, 0.1964169921875, 0.12769140625, 0.160162109375, 0.1729794921875, 0.162115234375]",0.141522774,0.503223207
19,"[0.12937740981578827, 0.1586575210094452, 0.12127403169870377, 0.11582726985216141, 0.09881465882062912, 0.08538948744535446, 0.1059853807091713, 0.1878625452518463, 0.11469938606023788, 0.14265450835227966, 0.23371511697769165, 0.13635991513729095, 0.07884349673986435, 0.1336667239665985, 0.10068931430578232, 0.16563695669174194, 0.11548218876123428, 0.18347595632076263, 0.18598462641239166, 0.20024259388446808, 0.11842759698629379, 0.1538688838481903, 0.11030741780996323, 0.13627400994300842, 0.2624824047088623, 0.1228775680065155, 0.2141050398349762, 0.12800513207912445, 0.15029706060886383, 0.08875369280576706, 0.14633233845233917, 0.1234329417347908, 0.1163414865732193, 0.1175321415066719, 0.18902209401130676, 0.07982881367206573, 0.07792563736438751, 0.11160648614168167, 0.17153340578079224, 0.12024974077939987]","[0.2222872247615, 0.241940545074, 0.2049532403865, 0.223141716949, 0.2083712091365, 0.161618279449, 0.171383904449, 0.1602755060115, 0.1949434747615, 0.169674920074, 0.179684685699, 0.170895623199, 0.156003045074, 0.2130098810115, 0.176266716949, 0.209713982574, 0.208737420074, 0.197995232574, 0.225827263824, 0.188473748199, 0.174557732574, 0.153317498199, 0.158444451324, 0.1942110528865, 0.205319451324, 0.187253045074, 0.2049532403865, 0.221432732574, 0.2191133966365, 0.193356560699, 0.194821404449, 0.181149529449, 0.196530388824, 0.2005587091365, 0.196042107574, 0.2010469903865, 0.132321404449, 0.164792107574, 0.1776094903865, 0.166745232574]",0.138346075,0.503323207
20,"[0.24233970046043396, 0.2007625252008438, 0.07001949101686478, 0.17322321236133575, 0.11211422830820084, 0.07949794828891754, 0.19202281534671783, 0.13197597861289978, 0.16007699072360992, 0.1483188420534134, 0.16107968986034393, 0.13265226781368256, 0.08941977471113205, 0.28311291337013245, 0.15133626759052277, 0.12164872139692307, 0.13967789709568024, 0.21086350083351135, 0.09350844472646713, 0.06120995059609413, 0.16414883732795715, 0.0984649509191513, 0.17706911265850067, 0.12015197426080704, 0.1643577516078949, 0.0760478675365448, 0.13666629791259766, 0.1593974232673645, 0.12856057286262512, 0.13628679513931274, 0.19888822734355927, 0.12944145500659943, 0.15440426766872406, 0.11770172417163849, 0.12929825484752655, 0.08256292343139648, 0.14059600234031677, 0.06401822715997696, 0.07751810550689697, 0.10882660001516342]","[0.1836104325310625, 0.1721358231560625, 0.1729903153435625, 0.1667647294060625, 0.1694502762810625, 0.1561446122185625, 0.1843428544060625, 0.1714034012810625, 0.1718916825310625, 0.1794600419060625, 0.1746992997185625, 0.1830000809685625, 0.1631026200310625, 0.1792159012810625, 0.1728682450310625, 0.1803145340935625, 0.1914229325310625, 0.1454024247185625, 0.1662764481560625, 0.1627364090935625, 0.2043623856560625, 0.1667647294060625, 0.1948409012810625, 0.1649336747185625, 0.1706709794060625, 0.1987471512810625, 0.2205977372185625, 0.1777510575310625, 0.1601729325310625, 0.1441817215935625, 0.1706709794060625, 0.1875166825310625, 0.1855635575310625, 0.1670088700310625, 0.1989912919060625, 0.2090010575310625, 0.1574873856560625, 0.1878828934685625, 0.1975264481560625, 0.1728682450310625]",0.137981713,0.504523207
21,"[0.14918039739131927, 0.16487854719161987, 0.10408245027065277, 0.10308496654033661, 0.13123685121536255, 0.1843734234571457, 0.057024870067834854, 0.06668197363615036, 0.140128031373024, 0.1272473782300949, 0.18870525062084198, 0.10116082429885864, 0.2208704799413681, 0.14938390254974365, 0.12217560410499573, 0.09821803867816925, 0.1574064940214157, 0.07903952151536942, 0.2303585261106491, 0.19978168606758118, 0.0620448961853981, 0.11893022805452347, 0.09813698381185532, 0.09845350682735443, 0.09232800453901291, 0.10127107799053192, 0.14208611845970154, 0.1701631247997284, 0.22618886828422546, 0.16619452834129333, 0.18965862691402435, 0.20612238347530365, 0.09706373512744904, 0.21655963361263275, 0.16297176480293274, 0.11686814576387405, 0.10314206033945084, 0.0755254402756691, 0.12060827761888504, 0.1130366176366806]","[0.1816104325310625, 0.1701358231560625, 0.1709903153435625, 0.1647647294060625, 0.1674502762810625, 0.1541446122185625, 0.1823428544060625, 0.1694034012810625, 0.1698916825310625, 0.1774600419060625, 0.1726992997185625, 0.1810000809685625, 0.1611026200310625, 0.1772159012810625, 0.1708682450310625, 0.1783145340935625, 0.1894229325310625, 0.1434024247185625, 0.1642764481560625, 0.1607364090935625, 0.2023623856560625, 0.1647647294060625, 0.1928409012810625, 0.1629336747185625, 0.1686709794060625, 0.1967471512810625, 0.2185977372185625, 0.1757510575310625, 0.1581729325310625, 0.1421817215935625, 0.1686709794060625, 0.1855166825310625, 0.1835635575310625, 0.1650088700310625, 0.1969912919060625, 0.2070010575310625, 0.1554873856560625, 0.1858828934685625, 0.1955264481560625, 0.1708682450310625]",0.136309331,0.505350422
22,"[0.2110898643732071, 0.06422505527734756, 0.10217410326004028, 0.11990787833929062, 0.15078529715538025, 0.1269349604845047, 0.10554027557373047, 0.15254080295562744, 0.14652475714683533, 0.11928633600473404, 0.14462590217590332, 0.11063475906848907, 0.10346800833940506, 0.12575770914554596, 0.17732879519462585, 0.16460087895393372, 0.1124996766448021, 0.13008348643779755, 0.1614694446325302, 0.07050668448209763, 0.09533653408288956, 0.1433078795671463, 0.09210503846406937, 0.09817510843276978, 0.14732493460178375, 0.10779885947704315, 0.18421553075313568, 0.14388756453990936, 0.1012682244181633, 0.09792494773864746, 0.09639197587966919, 0.11764166504144669, 0.13398689031600952, 0.12971699237823486, 0.14902189373970032, 0.18655671179294586, 0.14686942100524902, 0.1785239428281784, 0.278229683637619, 0.1577293425798416]","[0.1603340239875912, 0.12813714460068934, 0.12569018766814463, 0.2110048116796612, 0.12965250328713648, 0.12558915779525034, 0.23621777013474696, 0.11539360449248545, 0.1757662327640652, 0.2171264918201565, 0.1419357763283848, 0.15709175482922785, 0.11709731385642283, 0.18509437457257502, 0.15054278389149897, 0.15079136506253474, 0.27928346708947416, 0.11124561295443766, 0.17450210765534632, 0.10906354651385539, 0.15352052018576853, 0.1404440881364941, 0.2763907791727185, 0.17289555386239283, 0.16696147934132807, 0.2497134836071133, 0.2084566088073849, 0.14314785913163416, 0.1467042671197056, 0.10345307305985682, 0.13604604766303294, 0.1544496671908497, 0.21346260920697444, 0.1343686313980221, 0.18396799579793208, 0.23245507792168849, 0.12621385917598002, 0.21647610083752863, 0.27987206295663114, 0.2203511627071499]",0.134649945,0.507478263
23,"[0.14752101181074978, 0.16321916161105038, 0.10242306469008328, 0.10142558095976711, 0.12957746563479305, 0.1827140378765762, 0.05536548448726536, 0.06502258805558087, 0.1384686457924545, 0.12558799264952542, 0.18704586504027249, 0.09950143871828915, 0.2192110943607986, 0.14772451696917416, 0.12051621852442623, 0.09655865309759976, 0.15574710844084622, 0.07738013593479992, 0.22869914053007961, 0.19812230048701168, 0.06038551060482861, 0.11727084247395397, 0.09647759823128582, 0.09679412124678494, 0.09066861895844341, 0.09961169240996243, 0.14042673287913204, 0.1685037392191589, 0.22452948270365597, 0.16453514276072384, 0.18799924133345486, 0.20446299789473416, 0.09540434954687954, 0.21490024803206326, 0.16131237922236324, 0.11520876018330456, 0.10148267475888134, 0.0738660546950996, 0.11894889203831555, 0.11137723205611111]","[0.1473670110559718, 0.1766638860559718, 0.1727576360559718, 0.1515174016809718, 0.1706824407434718, 0.1338172063684718, 0.1430945501184718, 0.1911902532434718, 0.1798377141809718, 0.1700720891809718, 0.1815466985559718, 0.1744666204309718, 0.1789832219934718, 0.1795935735559718, 0.1754431829309718, 0.1742224798059718, 0.1831336126184718, 0.1776404485559718, 0.1878943548059718, 0.2013220891809718, 0.1858191594934718, 0.1874060735559718, 0.1769080266809718, 0.1521277532434718, 0.1771521673059718, 0.1693396673059718, 0.1997351751184718, 0.1516394719934718, 0.1441931829309718, 0.1463904485559718, 0.1631140813684718, 0.1433386907434718, 0.1549353704309718, 0.1681189641809718, 0.1871619329309718, 0.1399207219934718, 0.1444373235559718, 0.1595740423059718, 0.1712927923059718, 0.1550574407434718]",0.131553995,0.50899874
24,"[0.11074233661992777, 0.14516230534417857, 0.12607595931394328, 0.07314701240165461, 0.148220247138574, 0.1277149082313322, 0.28825128685338725, 0.11676955829961527, 0.06268311153753031, 0.09622299532993067, 0.12691939483983744, 0.06383768330915202, 0.10173109035594691, 0.12793218206269968, 0.14449467371804942, 0.1571040214191221, 0.15447933088643778, 0.12556417893274058, 0.13246685873372782, 0.08935135464771021, 0.13866545866830576, 0.12107289444310892, 0.13579147170884837, 0.10189474980933894, 0.14879640053613413, 0.16125496338708628, 0.11074820767743815, 0.1499616862426542, 0.10994022946460474, 0.16786647449834574, 0.11561819772823084, 0.08210835467679728, 0.10121600936753977, 0.11858411740167368, 0.17283408950669993, 0.09491754185064066, 0.11624412100417841, 0.20443738113744486, 0.14897469292981852, 0.13796932112081278]","[0.1787183283331555, 0.1672437189581555, 0.1680982111456555, 0.1618726252081555, 0.1645581720831555, 0.1512525080206555, 0.1794507502081555, 0.1665112970831555, 0.1669995783331555, 0.1745679377081555, 0.1698071955206555, 0.1781079767706555, 0.1582105158331555, 0.1743237970831555, 0.1679761408331555, 0.1754224298956555, 0.1865308283331555, 0.1405103205206555, 0.1613843439581555, 0.1578443048956555, 0.1994702814581555, 0.1618726252081555, 0.1899487970831555, 0.1600415705206555, 0.1657788752081555, 0.1938550470831555, 0.2157056330206555, 0.1728589533331555, 0.1552808283331555, 0.1392896173956555, 0.1657788752081555, 0.1826245783331555, 0.1806714533331555, 0.1621167658331555, 0.1940991877081555, 0.2041089533331555, 0.1525952814581555, 0.1829907892706555, 0.1926343439581555, 0.1679761408331555]",0.128944171,0.509127397
